id	Group	p_value	p.adjust	convert.median	convert.mean	group1	length1	median1	mean1	group2	length2	median2	mean2	non0.length1	non0.length2
4090	PWY0-1297: superpathway of purine deoxyribonucleosides degradation	O1_O4	0.201242620957724	1	0	-1.01669857142857e-05	O1	35	0	1.05465314285714e-05	O4	35	0	3.79545714285714e-07	3	1
4091	PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	O1_O4	0.583882420770365	1	0	-5.68621142857143e-06	O1	35	0	7.68239714285714e-06	O4	35	0	1.99618571428571e-06	2	2
4092	PWY0-1319: CDP-diacylglycerol biosynthesis II	O1_O4	0.18144920772142	1	0	-1.76481057142857e-05	O1	35	0	1.80212942857143e-05	O4	35	0	3.73188571428571e-07	3	1
4093	PWY0-1479: tRNA processing	O1_O4	1	1	0	-9.19342857142857e-06	O1	35	0	9.19342857142857e-06	O4	35	0	0	1	0
4094	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	O1_O4	0.824833935330058	1	0	-1.04007142857145e-06	O1	35	0	0.000190128954285714	O4	35	0	0.000189088882857143	15	13
4095	PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	O1_O4	0.932646638965876	1	0	4.64702e-06	O1	35	0	2.53541742857143e-05	O4	35	0	3.00011942857143e-05	5	4
4096	PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	O1_O4	0.131277875220015	1	0	-3.71589771428571e-05	O1	35	0	0.000109617391428571	O4	35	0	7.24584142857143e-05	16	13
4097	PWY0-781: aspartate superpathway	O1_O4	1	1	0	-8.3632e-06	O1	35	0	8.3632e-06	O4	35	0	0	1	0
4098	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	O1_O4	1	1	0	-5.69994285714286e-06	O1	35	0	5.69994285714286e-06	O4	35	0	0	1	0
4099	PWY0-862: (5Z)-dodec-5-enoate biosynthesis	O1_O4	1	1	0	-4.49951428571429e-06	O1	35	0	4.49951428571429e-06	O4	35	0	0	1	0
4100	PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)	O1_O4	1	1	0	-1.23108571428571e-06	O1	35	0	1.23108571428571e-06	O4	35	0	0	1	0
4101	PWY1G-0: mycothiol biosynthesis	O1_O4	1	1	0	2.22078857142857e-06	O1	35	0	0	O4	35	0	2.22078857142857e-06	1	0
4102	PWY3O-19: ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)	O1_O4	0.371093369522698	1	0	4.53950571428571e-07	O1	35	0	4.71926571428571e-07	O4	35	0	9.25877142857143e-07	2	2
4103	PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	O1_O4	0.371093369522698	1	0	-1.71731142857143e-06	O1	35	0	2.26654571428571e-06	O4	35	0	5.49234285714286e-07	2	1
4104	PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	O1_O4	0.371093369522698	1	0	-1.71731142857143e-06	O1	35	0	2.26654571428571e-06	O4	35	0	5.49234285714286e-07	2	1
4105	PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	O1_O4	1	1	0	5.17722857142857e-07	O1	35	0	0	O4	35	0	5.17722857142857e-07	1	0
4106	PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)	O1_O4	1	1	0	-3.0558e-06	O1	35	0	3.0558e-06	O4	35	0	0	1	0
4107	PWY66-399: gluconeogenesis III	O1_O4	1	1	0	-7.0602e-06	O1	35	0	1.22666571428571e-05	O4	35	0	5.20645714285714e-06	2	2
4108	PWY66-422: D-galactose degradation V (Leloir pathway)	O1_O4	0.631900275866177	1	0	-1.76065657142857e-05	O1	35	0	0.000112121488571429	O4	35	0	9.45149228571429e-05	14	12
4109	PWYG-321: mycolate biosynthesis	O1_O4	1	1	0	-3.44055428571429e-06	O1	35	0	4.86162857142857e-06	O4	35	0	1.42107428571429e-06	1	1
4110	PYRIDNUCSAL-PWY: NAD salvage pathway I	O1_O4	0.422678074170635	1	0	-4.71533142857143e-06	O1	35	0	5.11829714285714e-06	O4	35	0	4.02965714285714e-07	2	1
4111	PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	O1_O4	0.185143724157873	1	0	-4.05405771428571e-05	O1	35	0	9.18086142857143e-05	O4	35	0	5.12680371428571e-05	7	6
4112	PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	O1_O4	1	1	0	-3.69422857142857e-06	O1	35	0	3.69422857142857e-06	O4	35	0	0	1	0
4113	RHAMCAT-PWY: L-rhamnose degradation I	O1_O4	1	1	0	-3.1858e-06	O1	35	0	3.1858e-06	O4	35	0	0	1	0
4114	RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	O1_O4	0.244293641331777	1	0	-3.619998e-05	O1	35	0	0.000106179091428571	O4	35	0	6.99791114285714e-05	13	9
4115	SALVADEHYPOX-PWY: adenosine nucleotides degradation II	O1_O4	1	1	0	6.48962857142857e-07	O1	35	0	0	O4	35	0	6.48962857142857e-07	1	0
4116	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	O1_O4	0.62406453246517	1	0	-1.71798371428571e-05	O1	35	0	3.43054714285714e-05	O4	35	0	1.71256342857143e-05	6	5
4117	SO4ASSIM-PWY: sulfate reduction I (assimilatory)	O1_O4	1	1	0	-7.86244857142857e-06	O1	35	0	8.15962857142857e-06	O4	35	0	2.9718e-07	1	1
4118	SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	O1_O4	1	1	0	-6.63482571428571e-06	O1	35	0	7.01748571428571e-06	O4	35	0	3.8266e-07	1	1
4119	TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	O1_O4	1	1	0	6.72382857142857e-07	O1	35	0	0	O4	35	0	6.72382857142857e-07	1	0
4120	TCA: TCA cycle I (prokaryotic)	O1_O4	0.422678074170635	1	0	-1.86494285714286e-06	O1	35	0	4.03382e-06	O4	35	0	2.16887714285714e-06	3	2
4121	TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis	O1_O4	1	1	0	1.19234e-05	O1	35	0	0	O4	35	0	1.19234e-05	1	0
4122	THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	O1_O4	0.262192602406773	1	0	-2.14197171428571e-05	O1	35	0	3.52551485714286e-05	O4	35	0	1.38354314285714e-05	7	6
4123	THRESYN-PWY: superpathway of L-threonine biosynthesis	O1_O4	0.148778617087727	1	0	-5.16095371428572e-05	O1	35	0	9.634436e-05	O4	35	0	4.47348228571429e-05	12	8
4124	TRNA-CHARGING-PWY: tRNA charging	O1_O4	0.12608955395259	1	0	-0.000105857742857143	O1	35	0	0.000249576714285714	O4	35	0	0.000143718971428571	10	6
4125	UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)	O1_O4	1	1	0	-7.30008571428572e-07	O1	35	0	7.30008571428572e-07	O4	35	0	0	1	0
4126	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	O1_O4	0.0274912166059949	1	-0.000196059	-0.000199753742857143	O1	35	0.00117769	0.00142489714285714	O4	35	0.000981631	0.0012251434	35	35
4127	VALSYN-PWY: L-valine biosynthesis	O1_O4	0.123534253752569	1	0	-3.35697914285714e-05	O1	35	0	5.84857257142857e-05	O4	35	0	2.49159342857143e-05	7	5
4128	UNMAPPED	O1_O5	0.0917530059814453	1	0.162774	0.0936175217391304	O1	23	0.399448	0.443859391304348	O5	23	0.562222	0.537476913043478	23	23
4129	UNINTEGRATED	O1_O5	0.0858278274536133	1	-0.160801	-0.0910074608695652	O1	23	0.591708	0.537737347826087	O5	23	0.430907	0.446729886956522	23	23
4130	1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	O1_O5	0.855132140584706	1	0	2.83247347826087e-05	O1	23	0	2.73395695652174e-05	O5	23	0	5.56643043478261e-05	3	2
4131	ANAEROFRUCAT-PWY: homolactic fermentation	O1_O5	0.944182513250483	1	0	2.71011304347826e-06	O1	23	0	7.60517826086957e-05	O5	23	0	7.87618956521739e-05	5	6
4132	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	O1_O5	0.624834867127387	1	0	-2.79833478260869e-05	O1	23	0	0.000157840304347826	O5	23	0	0.000129856956521739	8	7
4133	ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	O1_O5	1	1	0	-1.45670782608696e-06	O1	23	0	1.54628695652174e-06	O5	23	0	8.95791304347826e-08	1	1
4134	ARGORNPROST-PWY: arginine, ornithine and proline interconversion	O1_O5	0.789268026134281	1	0	6.59368260869565e-07	O1	23	0	1.73736956521739e-06	O5	23	0	2.39673782608696e-06	1	2
4135	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	O1_O5	1	1	0	-5.56339130434783e-06	O1	23	0	1.72514782608696e-05	O5	23	0	1.16880869565217e-05	1	1
4136	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	O1_O5	1	1	0	5.28561434782609e-05	O1	23	0	2.05529869565217e-05	O5	23	0	7.34091304347826e-05	4	2
4137	ARO-PWY: chorismate biosynthesis I	O1_O5	0.358951435852626	1	0	-4.33814260869565e-05	O1	23	0	0.000157168730434783	O5	23	0	0.000113787304347826	7	7
4138	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	O1_O5	0.944182513250483	1	0	7.78632304347826e-06	O1	23	0	3.95563043478261e-05	O5	23	0	4.73426273913043e-05	5	5
4139	AST-PWY: L-arginine degradation II (AST pathway)	O1_O5	1	1	0	-4.40613043478261e-06	O1	23	0	4.40613043478261e-06	O5	23	0	0	1	0
4140	BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	O1_O5	1	1	0	-5.54286956521739e-06	O1	23	0	5.54286956521739e-06	O5	23	0	0	1	0
4141	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	O1_O5	1	1	0	7.21379695652174e-05	O1	23	0	4.94514086956522e-05	O5	23	0	0.00012158937826087	4	4
4142	CALVIN-PWY: Calvin-Benson-Bassham cycle	O1_O5	0.475532659596901	1	0	-1.74169043478261e-05	O1	23	0	0.000125356643478261	O5	23	0	0.000107939739130435	7	6
4143	CITRULBIO-PWY: L-citrulline biosynthesis	O1_O5	0.29450739368011	1	0	-6.41602173913043e-06	O1	23	0	8.64662173913044e-06	O5	23	0	2.2306e-06	5	2
4144	COA-PWY-1: coenzyme A biosynthesis II (mammalian)	O1_O5	0.0213723182678223	0.961754322052002	-0.000359049	-0.000311433130434783	O1	23	0.000953491	0.00100976082608696	O5	23	0.000594442	0.000698327695652174	21	21
4145	COA-PWY: coenzyme A biosynthesis I	O1_O5	0.00914621353149414	0.411579608917236	-0.00047225	-0.000324577956521739	O1	23	0.00108297	0.001243039	O5	23	0.00061072	0.000918461043478261	23	23
4146	COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	O1_O5	1	1	0	3.71571304347826e-06	O1	23	0	0	O5	23	0	3.71571304347826e-06	1	0
4147	COLANSYN-PWY: colanic acid building blocks biosynthesis	O1_O5	0.371093369522698	1	0	-2.80889130434783e-06	O1	23	0	2.80889130434783e-06	O5	23	0	0	2	0
4148	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	O1_O5	0.358951435852626	1	0	-5.56581652173913e-05	O1	23	0	0.000156883165217391	O5	23	0	0.000101225	7	5
4149	DAPLYSINESYN-PWY: L-lysine biosynthesis I	O1_O5	1	1	0	-3.17269565217391e-06	O1	23	0	1.35090434782609e-05	O5	23	0	1.0336347826087e-05	1	1
4150	DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	O1_O5	0.475532659596901	1	0	-1.14266086956522e-05	O1	23	0	7.77369565217391e-05	O5	23	0	6.6310347826087e-05	6	7
4151	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	O1_O5	0.22127181567247	1	0	-0.000131603426086957	O1	23	0	0.000301048369565217	O5	23	0	0.000169444943478261	8	8
4152	ECASYN-PWY: enterobacterial common antigen biosynthesis	O1_O5	1	1	0	-5.77660869565217e-06	O1	23	0	5.77660869565217e-06	O5	23	0	0	1	0
4153	FAO-PWY: fatty acid &beta;-oxidation I	O1_O5	1	1	0	-8.61730434782609e-06	O1	23	0	8.61730434782609e-06	O5	23	0	0	1	0
4154	FASYN-ELONG-PWY: fatty acid elongation -- saturated	O1_O5	1	1	0	1.26820391304348e-05	O1	23	0	8.36197826086956e-06	O5	23	0	2.10440173913043e-05	2	2
4155	FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	O1_O5	0.371093369522698	1	0	-1.75183043478261e-06	O1	23	0	1.75183043478261e-06	O5	23	0	0	2	0
4156	FERMENTATION-PWY: mixed acid fermentation	O1_O5	0.932646638965876	1	0	-1.23803217391304e-05	O1	23	0	3.36697913043478e-05	O5	23	0	2.12894695652174e-05	4	4
4157	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	O1_O5	1	1	0	9.17695652173913e-08	O1	23	0	0	O5	23	0	9.17695652173913e-08	1	0
4158	FUCCAT-PWY: fucose degradation	O1_O5	1	1	0	1.1481652173913e-07	O1	23	0	0	O5	23	0	1.1481652173913e-07	1	0
4159	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	O1_O5	1	1	0	4.85317391304348e-07	O1	23	0	0	O5	23	0	4.85317391304348e-07	1	0
4160	GALACTARDEG-PWY: D-galactarate degradation I	O1_O5	1	1	0	-4.88226086956522e-06	O1	23	0	4.88226086956522e-06	O5	23	0	0	1	0
4161	GALACTUROCAT-PWY: D-galacturonate degradation I	O1_O5	1	1	0	9.483e-07	O1	23	0	0	O5	23	0	9.483e-07	1	0
4162	GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	O1_O5	0.371093369522698	1	0	5.75700869565217e-06	O1	23	0	0	O5	23	0	5.75700869565217e-06	2	0
4163	GLUCARDEG-PWY: D-glucarate degradation I	O1_O5	1	1	0	-4.89860869565217e-06	O1	23	0	4.89860869565217e-06	O5	23	0	0	1	0
4164	GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	O1_O5	1	1	0	-4.88226086956522e-06	O1	23	0	4.88226086956522e-06	O5	23	0	0	1	0
4165	GLUCONEO-PWY: gluconeogenesis I	O1_O5	0.635586122278767	1	0	4.98986956521739e-07	O1	23	0	3.24239913043478e-05	O5	23	0	3.29229782608696e-05	6	5
4166	GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	O1_O5	0.583882420770365	1	0	1.80034347826087e-05	O1	23	0	6.01147826086956e-06	O5	23	0	2.40149130434783e-05	2	2
4167	GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	O1_O5	1	1	0	3.93232173913043e-07	O1	23	0	0	O5	23	0	3.93232173913043e-07	1	0
4168	GLUTORN-PWY: L-ornithine biosynthesis	O1_O5	1	1	0	-8.53069565217391e-06	O1	23	0	1.30967826086957e-05	O5	23	0	4.56608695652174e-06	1	1
4169	GLYCOCAT-PWY: glycogen degradation I (bacterial)	O1_O5	0.201242620957724	1	0	4.24221956521739e-05	O1	23	0	1.88483913043478e-06	O5	23	0	4.43070347826087e-05	2	3
4170	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	O1_O5	0.201242620957724	1	0	1.27375086956522e-05	O1	23	0	2.1544652173913e-06	O5	23	0	1.48919739130435e-05	2	3
4171	GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	O1_O5	1	1	0	-5.79634782608696e-06	O1	23	0	1.18135652173913e-05	O5	23	0	6.01721739130435e-06	1	1
4172	GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	O1_O5	1	1	0	1.33814782608696e-07	O1	23	0	0	O5	23	0	1.33814782608696e-07	1	0
4173	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	O1_O5	0.170598771596629	1	-0.0001094415	-6.45196043478261e-05	O1	23	0.000137406	0.000314279069565217	O5	23	2.79645e-05	0.000249759465217391	14	12
4174	GLYOXYLATE-BYPASS: glyoxylate cycle	O1_O5	1	1	0	3.00220434782609e-08	O1	23	0	0	O5	23	0	3.00220434782609e-08	1	0
4175	GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	O1_O5	1	1	0	8.0854347826087e-07	O1	23	0	0	O5	23	0	8.0854347826087e-07	1	0
4176	HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	O1_O5	1	1	0	-6.19217391304348e-07	O1	23	0	8.302e-06	O5	23	0	7.68278260869565e-06	1	1
4177	HEMESYN2-PWY: heme biosynthesis II (anaerobic)	O1_O5	1	1	0	2.27780869565217e-06	O1	23	0	0	O5	23	0	2.27780869565217e-06	1	0
4178	HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	O1_O5	0.371093369522698	1	0	2.06253043478261e-06	O1	23	0	0	O5	23	0	2.06253043478261e-06	2	0
4179	HISDEG-PWY: L-histidine degradation I	O1_O5	0.62406453246517	1	0	-1.24257130434783e-05	O1	23	0	2.16380608695652e-05	O5	23	0	9.21234782608696e-06	6	4
4180	HISTSYN-PWY: L-histidine biosynthesis	O1_O5	1	1	0	-1.79773913043478e-06	O1	23	0	1.24111304347826e-05	O5	23	0	1.06133913043478e-05	1	1
4181	HOMOSER-METSYN-PWY: L-methionine biosynthesis I	O1_O5	1	1	0	-2.88386956521739e-06	O1	23	0	9.53630434782609e-06	O5	23	0	6.6524347826087e-06	1	1
4182	HSERMETANA-PWY: L-methionine biosynthesis III	O1_O5	0.624834867127387	1	0	1.49221608695652e-05	O1	23	0	8.51483043478261e-05	O5	23	0	0.000100070465217391	8	5
4183	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	O1_O5	0.932646638965876	1	0	8.09553869565217e-05	O1	23	0	5.16007217391304e-05	O5	23	0	0.000132556108695652	4	6
4184	KETOGLUCONMET-PWY: ketogluconate metabolism	O1_O5	1	1	0	-2.53087826086957e-06	O1	23	0	2.53087826086957e-06	O5	23	0	0	1	0
4185	LACTOSECAT-PWY: lactose and galactose degradation I	O1_O5	0.610298655976554	1	0	4.24382086956522e-05	O1	23	0	0.000412263739130435	O5	23	0	0.000454701947826087	7	9
4186	MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	O1_O5	1	1	0	-9.1573913043478e-07	O1	23	0	1.3549e-05	O5	23	0	1.26332608695652e-05	1	1
4187	METSYN-PWY: L-homoserine and L-methionine biosynthesis	O1_O5	1	1	0	-1.15404347826087e-06	O1	23	0	1.26345652173913e-05	O5	23	0	1.14805217391304e-05	1	1
4188	NAD-BIOSYNTHESIS-II: NAD salvage pathway II	O1_O5	1	1	0	-5.0389652173913e-06	O1	23	0	6.53995652173913e-06	O5	23	0	1.50099130434783e-06	1	1
4189	NAGLIPASYN-PWY: lipid IVA biosynthesis	O1_O5	1	1	0	-4.48286956521739e-06	O1	23	0	4.48286956521739e-06	O5	23	0	0	1	0
4190	NONMEVIPP-PWY: methylerythritol phosphate pathway I	O1_O5	0.833935414088552	1	0	3.11320478260869e-05	O1	23	0	8.56515652173913e-05	O5	23	0	0.000116783613043478	4	5
4191	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	O1_O5	1	1	0	1.24317043478261e-05	O1	23	0	7.91286e-05	O5	23	0	9.15603043478261e-05	8	8
4192	OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	O1_O5	0.271898710819648	1	0	-6.22877173913044e-05	O1	23	0	0.000129679652173913	O5	23	0	6.73919347826087e-05	5	5
4193	P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	O1_O5	1	1	0	7.38404347826087e-08	O1	23	0	0	O5	23	0	7.38404347826087e-08	1	0
4194	P108-PWY: pyruvate fermentation to propanoate I	O1_O5	1	1	0	8.6344347826087e-08	O1	23	0	0	O5	23	0	8.6344347826087e-08	1	0
4195	P122-PWY: heterolactic fermentation	O1_O5	1	1	0	-9.76070434782609e-06	O1	23	0	1.13961739130435e-05	O5	23	0	1.63546956521739e-06	1	1
4196	P124-PWY: Bifidobacterium shunt	O1_O5	0.475532659596901	1	0	-7.68293478260869e-06	O1	23	0	9.66336739130435e-05	O5	23	0	8.89507391304348e-05	7	5
4197	P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	O1_O5	1	1	0	-5.56366956521739e-07	O1	23	0	8.77978260869565e-07	O5	23	0	3.21611304347826e-07	1	1
4198	P163-PWY: L-lysine fermentation to acetate and butanoate	O1_O5	1	1	0	9.60030434782609e-07	O1	23	0	0	O5	23	0	9.60030434782609e-07	1	0
4199	P164-PWY: purine nucleobases degradation I (anaerobic)	O1_O5	0.286320596793059	1	0	-1.85958260869565e-05	O1	23	0	3.62268043478261e-05	O5	23	0	1.76309782608696e-05	7	4
4200	P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	O1_O5	1	1	0	-1.48665217391304e-06	O1	23	0	1.2188e-05	O5	23	0	1.0701347826087e-05	1	1
4201	P42-PWY: incomplete reductive TCA cycle	O1_O5	1	1	0	5.57047826086957e-06	O1	23	0	0	O5	23	0	5.57047826086957e-06	1	0
4202	P441-PWY: superpathway of N-acetylneuraminate degradation	O1_O5	0.371093369522698	1	0	6.54012608695652e-06	O1	23	0	0	O5	23	0	6.54012608695652e-06	2	0
4203	P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	O1_O5	0.371093369522698	1	0	9.14692608695652e-07	O1	23	0	0	O5	23	0	9.14692608695652e-07	2	0
4204	PANTO-PWY: phosphopantothenate biosynthesis I	O1_O5	0.0527870006322246	1	0	-5.2233147826087e-05	O1	23	0	0.000111281343478261	O5	23	0	5.90481956521739e-05	8	6
4205	PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	O1_O5	0.0755605675259413	1	0	-5.61550086956522e-05	O1	23	0	0.000128256991304348	O5	23	0	7.21019826086957e-05	7	6
4206	PENTOSE-P-PWY: pentose phosphate pathway	O1_O5	1	1	0	-8.86604347826087e-06	O1	23	0	1.32924782608696e-05	O5	23	0	4.4264347826087e-06	1	1
4207	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	O1_O5	0.563317799720071	1	0	-6.62821217391304e-05	O1	23	0	0.0003245926	O5	23	0	0.00025831047826087	9	7
4208	PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	O1_O5	0.789268026134281	1	0	-2.25905043478261e-05	O1	23	0	2.76802869565217e-05	O5	23	0	5.08978260869565e-06	2	1
4209	POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	O1_O5	0.787406490666269	1	0	2.1520652173913e-06	O1	23	0	3e-06	O5	23	0	5.1520652173913e-06	2	3
4210	PPGPPMET-PWY: ppGpp biosynthesis	O1_O5	1	1	0	4.24030869565217e-06	O1	23	0	1.57604043478261e-05	O5	23	0	2.00007130434783e-05	3	3
4211	PWY-1042: glycolysis IV (plant cytosol)	O1_O5	0.23730090419784	1	0.000130668	-6.40727391304348e-05	O1	23	0.000234779	0.000395109652173913	O5	23	0.000365447	0.000331036913043478	18	17
4212	PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	O1_O5	0.589638551626567	1	0	-2.1627147826087e-06	O1	23	0	8.30362173913044e-06	O5	23	0	6.14090695652174e-06	3	2
4213	PWY-2941: L-lysine biosynthesis II	O1_O5	0.401678166469773	1	0	-3.96713086956522e-05	O1	23	0	5.38493e-05	O5	23	0	1.41779913043478e-05	4	3
4214	PWY-2942: L-lysine biosynthesis III	O1_O5	0.563317799720071	1	0	4.47889565217392e-06	O1	23	0	9.16534217391304e-05	O5	23	0	9.61323173913044e-05	7	6
4215	PWY-3001: superpathway of L-isoleucine biosynthesis I	O1_O5	0.833935414088552	1	0	6.07638826086957e-05	O1	23	0	4.1407e-05	O5	23	0	0.000102170882608696	3	4
4216	PWY-3781: aerobic respiration I (cytochrome c)	O1_O5	1	1	0	-5.15630869565217e-06	O1	23	0	1.34722173913043e-05	O5	23	0	8.31590869565217e-06	1	2
4217	PWY-3841: folate transformations II	O1_O5	0.0211631479717368	0.952341658728156	-0.000377593	-0.000355741717391304	O1	23	0.000857755	0.000940744260869565	O5	23	0.000480162	0.000585002543478261	19	19
4218	PWY-4041: &gamma;-glutamyl cycle	O1_O5	0.726286148878805	1	0	-3.1641e-06	O1	23	0	2.25721739130435e-05	O5	23	0	1.94080739130435e-05	6	5
4219	PWY-4981: L-proline biosynthesis II (from arginine)	O1_O5	1	1	0	-2.31845347826087e-06	O1	23	0	4.10509565217391e-06	O5	23	0	1.78664217391304e-06	2	2
4220	PWY-5022: 4-aminobutanoate degradation V	O1_O5	1	1	0	1.8595e-08	O1	23	0	0	O5	23	0	1.8595e-08	1	0
4221	PWY-5030: L-histidine degradation III	O1_O5	1	1	0	6.75482608695652e-08	O1	23	0	0	O5	23	0	6.75482608695652e-08	1	0
4222	PWY-5097: L-lysine biosynthesis VI	O1_O5	1	1	0	2.36108913043478e-05	O1	23	0	3.26962826086957e-05	O5	23	0	5.63071739130435e-05	4	3
4223	PWY-5100: pyruvate fermentation to acetate and lactate II	O1_O5	1	1	0	8.84944782608696e-06	O1	23	0	1.07543391304348e-05	O5	23	0	1.96037869565217e-05	3	2
4224	PWY-5103: L-isoleucine biosynthesis III	O1_O5	0.589638551626567	1	0	2.00475826086957e-05	O1	23	0	9.2414652173913e-06	O5	23	0	2.9289047826087e-05	2	4
4225	PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	O1_O5	0.855132140584706	1	0	1.8880347826087e-06	O1	23	0	4.97656086956522e-06	O5	23	0	6.86459565217391e-06	2	2
4226	PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	O1_O5	1	1	0	-5.0114347826087e-06	O1	23	0	5.0114347826087e-06	O5	23	0	0	1	0
4227	PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	O1_O5	0.371093369522698	1	0	-8.18909043478261e-06	O1	23	0	8.18909043478261e-06	O5	23	0	0	2	0
4228	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	O1_O5	0.401678166469773	1	0	6.00130434782605e-08	O1	23	0	2.10578739130435e-05	O5	23	0	2.11178869565217e-05	5	4
4229	PWY-5189: tetrapyrrole biosynthesis II (from glycine)	O1_O5	0.371093369522698	1	0	-1.45125652173913e-06	O1	23	0	1.45125652173913e-06	O5	23	0	0	2	0
4230	PWY-5265: peptidoglycan biosynthesis II (staphylococci)	O1_O5	0.155131568727114	1	0	-7.33807186956522e-05	O1	23	0	0.000171381260869565	O5	23	0	9.8000542173913e-05	7	4
4231	PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	O1_O5	1	1	0	-6.47713043478261e-06	O1	23	0	1.21246956521739e-05	O5	23	0	5.6475652173913e-06	1	1
4232	PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	O1_O5	1	1	0	-1.75652173913029e-08	O1	23	0	1.21649565217391e-05	O5	23	0	1.21473913043478e-05	1	1
4233	PWY-5384: sucrose degradation IV (sucrose phosphorylase)	O1_O5	1	1	0	9.18709913043478e-05	O1	23	0	5.99097695652174e-05	O5	23	0	0.000151780760869565	7	6
4234	PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	O1_O5	1	1	0	2.46836086956522e-06	O1	23	0	0	O5	23	0	2.46836086956522e-06	1	0
