id	Group	p_value	p.adjust	convert.median	convert.mean	group1	length1	median1	mean1	group2	length2	median2	mean2	non0.length1	non0.length2
279	COA-PWY: coenzyme A biosynthesis I	high_unclassified	0.00738434227084743	0.0221530268125423	0.000210666	0.00035347576133623	high	169	0.000764402	0.000912368808284024	unclassified	79	0.000975068	0.00126584456962025	161	76
280	COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	high_unclassified	0.589459033109399	1	0	8.80353531570669e-10	high	169	0	1.62890532544379e-07	unclassified	79	0	1.63770886075949e-07	1	1
281	COLANSYN-PWY: colanic acid building blocks biosynthesis	high_unclassified	0.537980501446346	1	0	-1.37633960002996e-08	high	169	0	1.18456213017751e-06	unclassified	79	0	1.17079873417722e-06	4	3
282	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	high_unclassified	0.639714531385188	1	0	4.61893881132499e-05	high	169	0	9.38014928994083e-05	unclassified	79	0	0.000139990881012658	48	24
283	DAPLYSINESYN-PWY: L-lysine biosynthesis I	high_unclassified	0.0551086392655173	0.165325917796552	0	1.53255687289342e-05	high	169	0	7.23678106508876e-07	unclassified	79	0	1.6049246835443e-05	3	5
284	DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	high_unclassified	0.755424849243933	1	0	4.97201744438618e-06	high	169	0	6.40887142011834e-05	unclassified	79	0	6.90607316455696e-05	44	22
285	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	high_unclassified	0.482168481427217	1	0	1.1255301978878e-05	high	169	0	0.000220616077514793	unclassified	79	0	0.000231871379493671	77	31
286	ECASYN-PWY: enterobacterial common antigen biosynthesis	high_unclassified	0.00329611732455456	0.00988835197366368	0	6.18284810126582e-06	high	169	0	0	unclassified	79	0	6.18284810126582e-06	4	0
287	FAO-PWY: fatty acid &beta;-oxidation I	high_unclassified	0.000299699672599722	0.000899099017799166	0	9.25139367088608e-06	high	169	0	0	unclassified	79	0	9.25139367088608e-06	6	0
288	FASYN-ELONG-PWY: fatty acid elongation -- saturated	high_unclassified	0.289411131145537	0.868233393436612	0	7.8187478810576e-06	high	169	0	3.03542047337278e-06	unclassified	79	0	1.08541683544304e-05	13	9
289	FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	high_unclassified	0.520640276392922	1	0	6.84844034154745e-07	high	169	0	6.09359763313609e-07	unclassified	79	0	1.29420379746835e-06	4	3
290	FERMENTATION-PWY: mixed acid fermentation	high_unclassified	0.945623682996	1	0	6.1188625646019e-06	high	169	0	2.26009804733728e-05	unclassified	79	0	2.87198430379747e-05	26	12
291	FUCCAT-PWY: fucose degradation	high_unclassified	0.145957465987804	0.437872397963411	0	1.07352025316456e-06	high	169	0	0	unclassified	79	0	1.07352025316456e-06	1	0
292	GALACTARDEG-PWY: D-galactarate degradation I	high_unclassified	0.00329611732455456	0.00988835197366368	0	5.30516455696203e-06	high	169	0	0	unclassified	79	0	5.30516455696203e-06	4	0
293	GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	high_unclassified	0.581050360955343	1	0	-5.83666165830275e-06	high	169	0	8.6343325443787e-06	unclassified	79	0	2.79767088607595e-06	9	3
294	GLUCARDEG-PWY: D-glucarate degradation I	high_unclassified	0.00329611732455456	0.00988835197366368	0	5.32837974683544e-06	high	169	0	0	unclassified	79	0	5.32837974683544e-06	4	0
295	GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	high_unclassified	0.00329611732455456	0.00988835197366368	0	5.30516455696203e-06	high	169	0	0	unclassified	79	0	5.30516455696203e-06	4	0
296	GLUCONEO-PWY: gluconeogenesis I	high_unclassified	0.629700253261867	1	0	5.04071315257284e-06	high	169	0	2.16243071005917e-05	unclassified	79	0	2.66650202531646e-05	26	14
297	GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	high_unclassified	0.10330248843545	0.309907465306351	0	7.21066617706539e-06	high	169	0	9.4958350887574e-06	unclassified	79	0	1.67065012658228e-05	11	10
298	GLUTORN-PWY: L-ornithine biosynthesis	high_unclassified	0.0059913668745528	0.0179741006236584	0	1.34025499588046e-05	high	169	0	1.06699408284024e-07	unclassified	79	0	1.35092493670886e-05	1	5
299	GLYCOCAT-PWY: glycogen degradation I (bacterial)	high_unclassified	0.000484357484111312	0.00145307245233394	0	6.52030724140514e-06	high	169	0	1.62638094674556e-05	unclassified	79	0	2.27841167088608e-05	10	17
300	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	high_unclassified	0.052173624942607	0.156520874827821	0	8.92516346341098e-07	high	169	0	1.36571479289941e-06	unclassified	79	0	2.25823113924051e-06	5	7
301	GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	high_unclassified	0.00329611732455456	0.00988835197366368	0	1.28688987341772e-05	high	169	0	0	unclassified	79	0	1.28688987341772e-05	4	0
302	GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	high_unclassified	0.435806097487228	1	0	1.01556850423189e-06	high	169	0	5.6861124260355e-07	unclassified	79	0	1.58417974683544e-06	2	2
303	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	high_unclassified	0.466439795206885	1	0	0.000113006492599805	high	169	0	0.000211551484615385	unclassified	79	0	0.00032455797721519	81	39
304	GLYOXYLATE-BYPASS: glyoxylate cycle	high_unclassified	0.684892365455107	1	0	1.68561261328739e-07	high	169	0	2.97952662721894e-07	unclassified	79	0	4.66513924050633e-07	3	2
305	HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	high_unclassified	0.0211920808602556	0.0635762425807668	0	8.91360117144783e-06	high	169	0	1.43665917159763e-07	unclassified	79	0	9.0572670886076e-06	2	5
306	HEMESYN2-PWY: heme biosynthesis II (anaerobic)	high_unclassified	0.145957465987804	0.437872397963411	0	1.32259493670886e-07	high	169	0	0	unclassified	79	0	1.32259493670886e-07	1	0
307	HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	high_unclassified	0.875963589244202	1	0	-3.06562262751854e-06	high	169	0	4.96805680473373e-06	unclassified	79	0	1.90243417721519e-06	7	3
308	HISDEG-PWY: L-histidine degradation I	high_unclassified	0.0352917078637675	0.105875123591303	0	1.21962088704966e-05	high	169	0	5.45896923076923e-06	unclassified	79	0	1.76551781012658e-05	17	16
309	HISTSYN-PWY: L-histidine biosynthesis	high_unclassified	0.0883197323664109	0.264959197099233	0	1.21510390008239e-05	high	169	0	2.30534201183432e-06	unclassified	79	0	1.44563810126582e-05	5	6
310	HOMOSER-METSYN-PWY: L-methionine biosynthesis I	high_unclassified	0.0575122759216804	0.172536827765041	0	8.09332148153696e-06	high	169	0	2.40847218934911e-06	unclassified	79	0	1.05017936708861e-05	3	5
311	HSERMETANA-PWY: L-methionine biosynthesis III	high_unclassified	0.501761901620008	1	0	-1.22059677477343e-05	high	169	0	8.04718905325444e-05	unclassified	79	0	6.82659227848101e-05	56	24
312	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	high_unclassified	0.0672322470143575	0.201696741043073	0	6.32183127930492e-05	high	169	0	3.07867201183432e-05	unclassified	79	0	9.40050329113924e-05	32	22
313	KETOGLUCONMET-PWY: ketogluconate metabolism	high_unclassified	0.0211920808602556	0.0635762425807668	0	3.93435755374129e-06	high	169	0	1.96499408284024e-07	unclassified	79	0	4.13085696202532e-06	2	5
314	LACTOSECAT-PWY: lactose and galactose degradation I	high_unclassified	0.550884866583593	1	1.09281e-05	0.00051015363066437	high	169	0	0.000392857231360947	unclassified	79	1.09281e-05	0.000903010862025316	79	40
315	MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	high_unclassified	0.00612310411365857	0.0183693123409757	0	1.513535148678e-05	high	169	0	3.12394082840237e-07	unclassified	79	0	1.54477455696203e-05	1	5
316	METSYN-PWY: L-homoserine and L-methionine biosynthesis	high_unclassified	0.0591626384759427	0.177487915427828	0	1.12569606321624e-05	high	169	0	3.49962544378698e-06	unclassified	79	0	1.47565860759494e-05	3	5
317	NAD-BIOSYNTHESIS-II: NAD salvage pathway II	high_unclassified	0.000990567774871269	0.00297170332461381	0	8.72877341772152e-06	high	169	0	0	unclassified	79	0	8.72877341772152e-06	5	0
318	NAGLIPASYN-PWY: lipid IVA biosynthesis	high_unclassified	0.0192253783267145	0.0576761349801435	0	4.86799111677028e-06	high	169	0	2.22163313609467e-07	unclassified	79	0	5.09015443037975e-06	1	4
319	NONMEVIPP-PWY: methylerythritol phosphate pathway I	high_unclassified	0.591134424161499	1	0	3.93313045614561e-05	high	169	0	5.75346473372781e-05	unclassified	79	0	9.68659518987342e-05	33	12
320	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	high_unclassified	0.178988062165502	0.536964186496507	1.00541e-05	1.42625492023069e-05	high	169	0	9.69705976331361e-05	unclassified	79	1.00541e-05	0.000111233146835443	66	40
321	OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	high_unclassified	0.723152690236079	1	0	2.45367530522058e-05	high	169	0	9.47247165680473e-05	unclassified	79	0	0.000119261469620253	47	19
322	ORNDEG-PWY: superpathway of ornithine degradation	high_unclassified	0.967985122645991	1	0	-6.58718597857838e-08	high	169	0	1.20826923076923e-07	unclassified	79	0	5.49550632911392e-08	2	1
323	P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	high_unclassified	0.346060392085451	1	0	3.73010868099768e-07	high	169	0	4.35910650887574e-07	unclassified	79	0	8.08921518987342e-07	3	3
324	P122-PWY: heterolactic fermentation	high_unclassified	0.000990567774871269	0.00297170332461381	0	1.21368607594937e-05	high	169	0	0	unclassified	79	0	1.21368607594937e-05	5	0
325	P124-PWY: Bifidobacterium shunt	high_unclassified	0.252288553715403	0.756865661146208	0	-3.36798720919781e-05	high	169	0	8.98015644970414e-05	unclassified	79	0	5.61216924050633e-05	43	15
326	P125-PWY: superpathway of (R,R)-butanediol biosynthesis	high_unclassified	0.145957465987804	0.437872397963411	0	2.49364556962025e-07	high	169	0	0	unclassified	79	0	2.49364556962025e-07	1	0
327	P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	high_unclassified	0.499642257652356	1	0	-1.19488165680473e-07	high	169	0	1.19488165680473e-07	unclassified	79	0	0	1	0
328	P164-PWY: purine nucleobases degradation I (anaerobic)	high_unclassified	0.0349712438563103	0.104913731568931	0	1.05715950865104e-05	high	169	0	1.13328112426036e-05	unclassified	79	0	2.19044063291139e-05	22	19
329	P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	high_unclassified	0.000990567774871269	0.00297170332461381	0	1.43359873417722e-05	high	169	0	0	unclassified	79	0	1.43359873417722e-05	5	0
330	P42-PWY: incomplete reductive TCA cycle	high_unclassified	0.124209282495109	0.372627847485328	0	-1.19954964497041e-06	high	169	0	1.19954964497041e-06	unclassified	79	0	0	5	0
331	P441-PWY: superpathway of N-acetylneuraminate degradation	high_unclassified	0.760554933066145	1	0	-8.38826986742566e-07	high	169	0	1.57053964497041e-06	unclassified	79	0	7.31712658227848e-07	3	1
332	P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	high_unclassified	0.70928103158728	1	0	-2.11299692906898e-06	high	169	0	2.81778047337278e-06	unclassified	79	0	7.04783544303798e-07	8	3
333	PANTO-PWY: phosphopantothenate biosynthesis I	high_unclassified	0.0634446449212394	0.190333934763718	0	6.45046951838814e-05	high	169	0	4.77552035502959e-05	unclassified	79	0	0.000112259898734177	33	24
334	PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	high_unclassified	0.0775411191042326	0.232623357312698	0	7.26714626469927e-05	high	169	0	5.65725816568047e-05	unclassified	79	0	0.000129244044303797	31	22
335	PENTOSE-P-PWY: pentose phosphate pathway	high_unclassified	0.000990567774871269	0.00297170332461381	0	1.55665443037975e-05	high	169	0	0	unclassified	79	0	1.55665443037975e-05	5	0
336	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	high_unclassified	0.153858730607778	0.461576191823333	0	8.81463231967643e-05	high	169	0	0.00022099140591716	unclassified	79	0	0.000309137729113924	58	34
337	PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	high_unclassified	0.0679893263405732	0.20396797902172	0	2.82622924949442e-05	high	169	0	2.15574674556213e-06	unclassified	79	0	3.04180392405063e-05	6	7
338	POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	high_unclassified	0.654346891472751	1	0	-2.7460314358475e-06	high	169	0	4.96197573964497e-06	unclassified	79	0	2.21594430379747e-06	13	5
339	PPGPPMET-PWY: ppGpp biosynthesis	high_unclassified	0.250559440974414	0.751678322923243	0	5.49375674481312e-06	high	169	0	4.81427869822485e-06	unclassified	79	0	1.0308035443038e-05	12	9
340	PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	high_unclassified	0.145957465987804	0.437872397963411	0	1.26950632911392e-06	high	169	0	0	unclassified	79	0	1.26950632911392e-06	1	0
341	PWY-101: photosynthesis light reactions	high_unclassified	0.145957465987804	0.437872397963411	0	8.8419746835443e-08	high	169	0	0	unclassified	79	0	8.8419746835443e-08	1	0
342	PWY-1042: glycolysis IV (plant cytosol)	high_unclassified	0.839574139236108	1	-2.8028e-05	7.52460002022321e-05	high	169	0.000217405	0.000303994230177515	unclassified	79	0.000189377	0.000379240230379747	133	61
343	PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	high_unclassified	0.00514682703229366	0.015440481096881	0	9.51188717249644e-06	high	169	0	1.39485029585799e-06	unclassified	79	0	1.09067374683544e-05	10	13
344	PWY-2941: L-lysine biosynthesis II	high_unclassified	0.303293058899849	0.909879176699546	0	-2.61859475919407e-05	high	169	0	3.93274982248521e-05	unclassified	79	0	1.31415506329114e-05	31	11
345	PWY-2942: L-lysine biosynthesis III	high_unclassified	0.511875981068487	1	0	9.56677005467754e-06	high	169	0	6.44396426035503e-05	unclassified	79	0	7.40064126582278e-05	40	22
346	PWY-3001: superpathway of L-isoleucine biosynthesis I	high_unclassified	0.659471665349483	1	0	2.18982398247322e-05	high	169	0	3.85504538461538e-05	unclassified	79	0	6.04486936708861e-05	28	15
347	PWY-3781: aerobic respiration I (cytochrome c)	high_unclassified	0.113349574569631	0.340048723708893	0	1.03236743749532e-05	high	169	0	1.03618284023669e-06	unclassified	79	0	1.13598572151899e-05	4	5
348	PWY-3841: folate transformations II	high_unclassified	0.0511453311533701	0.15343599346011	0.000262666	7.3893408815819e-05	high	169	0.000439024	0.000653262726627219	unclassified	79	0.00070169	0.000727156135443038	128	73
349	PWY-4041: &gamma;-glutamyl cycle	high_unclassified	0.213714375348891	0.641143126046674	0	8.56985210845629e-06	high	169	0	1.2298375739645e-05	unclassified	79	0	2.08682278481013e-05	30	19
350	PWY-4981: L-proline biosynthesis II (from arginine)	high_unclassified	0.712368224703209	1	0	1.21820552767583e-06	high	169	0	2.38132485207101e-06	unclassified	79	0	3.59953037974684e-06	11	6
351	PWY-5022: 4-aminobutanoate degradation V	high_unclassified	0.145957465987804	0.437872397963411	0	1.77670886075949e-07	high	169	0	0	unclassified	79	0	1.77670886075949e-07	1	0
352	PWY-5097: L-lysine biosynthesis VI	high_unclassified	0.250559440974414	0.751678322923243	0	1.38218447831623e-05	high	169	0	1.55414159763314e-05	unclassified	79	0	2.93632607594937e-05	12	9
353	PWY-5100: pyruvate fermentation to acetate and lactate II	high_unclassified	0.515469030281296	1	0	-9.38762607295334e-06	high	169	0	1.53321982248521e-05	unclassified	79	0	5.94457215189873e-06	19	7
354	PWY-5103: L-isoleucine biosynthesis III	high_unclassified	0.523110474689211	1	0	-5.23029590292862e-06	high	169	0	7.3432224852071e-06	unclassified	79	0	2.11292658227848e-06	14	5
355	PWY-5104: L-isoleucine biosynthesis IV	high_unclassified	0.145957465987804	0.437872397963411	0	5.4756582278481e-07	high	169	0	0	unclassified	79	0	5.4756582278481e-07	1	0
356	PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	high_unclassified	0.18410426361756	0.55231279085268	0	-4.54714849074976e-06	high	169	0	5.79033076923077e-06	unclassified	79	0	1.24318227848101e-06	11	2
357	PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	high_unclassified	0.0111306993762945	0.0333920981288836	0	4.3069746835443e-06	high	169	0	0	unclassified	79	0	4.3069746835443e-06	3	0
358	PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	high_unclassified	0.108104389623997	0.32431316887199	0	7.95054544303797e-06	high	169	0	3.5759e-07	unclassified	79	0	8.30813544303797e-06	4	5
359	PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	high_unclassified	0.499642257652356	1	0	-5.15901183431953e-08	high	169	0	5.15901183431953e-08	unclassified	79	0	0	1	0
360	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	high_unclassified	0.133883956544155	0.401651869632464	0	9.49105235562879e-06	high	169	0	9.26547928994083e-06	unclassified	79	0	1.87565316455696e-05	22	16
361	PWY-5189: tetrapyrrole biosynthesis II (from glycine)	high_unclassified	0.331642094088287	0.994926282264862	0	5.90722320425436e-07	high	169	0	3.54775147928994e-07	unclassified	79	0	9.4549746835443e-07	3	3
362	PWY-5265: peptidoglycan biosynthesis II (staphylococci)	high_unclassified	0.172279504854828	0.516838514564483	0	-8.11165370983447e-05	high	169	0	0.000163666130769231	unclassified	79	0	8.25495936708861e-05	45	16
363	PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)	high_unclassified	0.499642257652356	1	0	-1.75340828402367e-07	high	169	0	1.75340828402367e-07	unclassified	79	0	0	1	0
364	PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	high_unclassified	0.0192253783267145	0.0576761349801435	0	1.29170091154221e-05	high	169	0	1.50649112426035e-07	unclassified	79	0	1.30676582278481e-05	1	4
365	PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	high_unclassified	0.058332608764286	0.174997826292858	0	1.09953846378548e-05	high	169	0	3.17495207100592e-06	unclassified	79	0	1.41703367088608e-05	3	5
366	PWY-5384: sucrose degradation IV (sucrose phosphorylase)	high_unclassified	0.50484195992104	1	0	5.69748497318553e-05	high	169	0	3.13411388757396e-05	unclassified	79	0	8.83159886075949e-05	49	25
367	PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	high_unclassified	0.767195762499248	1	0	-2.71544678301251e-07	high	169	0	6.23321893491124e-07	unclassified	79	0	3.51777215189873e-07	3	1
368	PWY-5484: glycolysis II (from fructose 6-phosphate)	high_unclassified	0.797857475697781	1	0	1.49736884428133e-05	high	169	0	4.74287976331361e-05	unclassified	79	0	6.24024860759494e-05	42	20
369	PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	high_unclassified	0.145957465987804	0.437872397963411	0	5.97903797468355e-07	high	169	0	0	unclassified	79	0	5.97903797468355e-07	1	0
370	PWY-5659: GDP-mannose biosynthesis	high_unclassified	0.934963278714026	1	0	7.98345367388224e-08	high	169	0	1.25670869822485e-05	unclassified	79	0	1.26469215189873e-05	24	11
371	PWY-5667: CDP-diacylglycerol biosynthesis I	high_unclassified	0.0679893263405732	0.20396797902172	0	2.62075736948543e-05	high	169	0	1.75198579881657e-06	unclassified	79	0	2.79595594936709e-05	6	7
372	PWY-5676: acetyl-CoA fermentation to butanoate II	high_unclassified	0.145957465987804	0.437872397963411	0	1.04370886075949e-07	high	169	0	0	unclassified	79	0	1.04370886075949e-07	1	0
373	PWY-5686: UMP biosynthesis	high_unclassified	0.154736490120945	0.464209470362834	-0.0001216452	-0.000172112514583177	high	169	0.00021896	0.000494509890532544	unclassified	79	9.73148e-05	0.000322397375949367	98	45
374	PWY-5690: TCA cycle II (plants and fungi)	high_unclassified	0.892289367812595	1	0	1.23062676953037e-06	high	169	0	1.69663905325444e-06	unclassified	79	0	2.92726582278481e-06	8	4
375	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	high_unclassified	0.279208868359331	0.837626605077993	0	5.5208563763014e-06	high	169	0	4.53591704142012e-06	unclassified	79	0	1.00567734177215e-05	12	9
376	PWY-5723: Rubisco shunt	high_unclassified	0.145957465987804	0.437872397963411	0	6.12975949367089e-07	high	169	0	0	unclassified	79	0	6.12975949367089e-07	1	0
377	PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	high_unclassified	0.145957465987804	0.437872397963411	0	8.97217721518987e-07	high	169	0	0	unclassified	79	0	8.97217721518987e-07	1	0
378	PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I	high_unclassified	0.145957465987804	0.437872397963411	0	8.97217721518987e-07	high	169	0	0	unclassified	79	0	8.97217721518987e-07	1	0
379	PWY-5838: superpathway of menaquinol-8 biosynthesis I	high_unclassified	0.145957465987804	0.437872397963411	0	1.99284810126582e-06	high	169	0	0	unclassified	79	0	1.99284810126582e-06	1	0
380	PWY-5840: superpathway of menaquinol-7 biosynthesis	high_unclassified	0.145957465987804	0.437872397963411	0	2.06762025316456e-06	high	169	0	0	unclassified	79	0	2.06762025316456e-06	1	0
381	PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)	high_unclassified	0.0111306993762945	0.0333920981288836	0	1.31926708860759e-06	high	169	0	0	unclassified	79	0	1.31926708860759e-06	3	0
382	PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)	high_unclassified	0.0111306993762945	0.0333920981288836	0	1.31926708860759e-06	high	169	0	0	unclassified	79	0	1.31926708860759e-06	3	0
383	PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)	high_unclassified	0.0111306993762945	0.0333920981288836	0	1.31926708860759e-06	high	169	0	0	unclassified	79	0	1.31926708860759e-06	3	0
384	PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis	high_unclassified	0.145957465987804	0.437872397963411	0	1.46372151898734e-06	high	169	0	0	unclassified	79	0	1.46372151898734e-06	1	0
385	PWY-5863: superpathway of phylloquinol biosynthesis	high_unclassified	0.145957465987804	0.437872397963411	0	2.40886075949367e-07	high	169	0	0	unclassified	79	0	2.40886075949367e-07	1	0
386	PWY-5870: ubiquinol-8 biosynthesis (eukaryotic)	high_unclassified	0.0111306993762945	0.0333920981288836	0	8.2755253164557e-07	high	169	0	0	unclassified	79	0	8.2755253164557e-07	3	0
387	PWY-5871: ubiquinol-9 biosynthesis (eukaryotic)	high_unclassified	0.00100375199498301	0.00301125598494903	0	3.54214948917684e-06	high	169	0	3.59172662721893e-07	unclassified	79	0	3.90132215189873e-06	4	10
388	PWY-5873: ubiquinol-7 biosynthesis (eukaryotic)	high_unclassified	0.00100375199498301	0.00301125598494903	0	3.54214948917684e-06	high	169	0	3.59172662721893e-07	unclassified	79	0	3.90132215189873e-06	4	10
389	PWY-5897: superpathway of menaquinol-11 biosynthesis	high_unclassified	0.145957465987804	0.437872397963411	0	1.94182278481013e-06	high	169	0	0	unclassified	79	0	1.94182278481013e-06	1	0
390	PWY-5898: superpathway of menaquinol-12 biosynthesis	high_unclassified	0.145957465987804	0.437872397963411	0	1.94182278481013e-06	high	169	0	0	unclassified	79	0	1.94182278481013e-06	1	0
391	PWY-5899: superpathway of menaquinol-13 biosynthesis	high_unclassified	0.145957465987804	0.437872397963411	0	1.94182278481013e-06	high	169	0	0	unclassified	79	0	1.94182278481013e-06	1	0
392	PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	high_unclassified	0.499642257652356	1	0	-1.38942603550296e-07	high	169	0	1.38942603550296e-07	unclassified	79	0	0	1	0
393	PWY-5913: TCA cycle VI (obligate autotrophs)	high_unclassified	0.844308953536617	1	0	-5.66527207699798e-06	high	169	0	5.16566556213018e-05	unclassified	79	0	4.59913835443038e-05	34	17
394	PWY-5918: superpathay of heme biosynthesis from glutamate	high_unclassified	0.000990567774871269	0.00297170332461381	0	1.05111278481013e-05	high	169	0	0	unclassified	79	0	1.05111278481013e-05	5	0
395	PWY-5920: superpathway of heme biosynthesis from glycine	high_unclassified	0.0111306993762945	0.0333920981288836	0	1.36547088607595e-06	high	169	0	0	unclassified	79	0	1.36547088607595e-06	3	0
396	PWY-5971: palmitate biosynthesis II (bacteria and plants)	high_unclassified	0.110478181661031	0.331434544983092	0	9.11014753202007e-06	high	169	0	1.60623727810651e-06	unclassified	79	0	1.07163848101266e-05	7	7
397	PWY-5973: cis-vaccenate biosynthesis	high_unclassified	0.00666127929928125	0.0199838378978438	0	1.73640821204404e-05	high	169	0	7.10976863905325e-06	unclassified	79	0	2.44738507594937e-05	16	17
398	PWY-5989: stearate biosynthesis II (bacteria and plants)	high_unclassified	0.108373299450771	0.325119898352313	0	1.12323254587671e-05	high	169	0	1.46436568047337e-06	unclassified	79	0	1.26966911392405e-05	7	7
399	PWY-6113: superpathway of mycolate biosynthesis	high_unclassified	0.0609567283402586	0.182870185020776	0	7.1608703467905e-06	high	169	0	6.79319526627219e-07	unclassified	79	0	7.84018987341772e-06	2	4
400	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	high_unclassified	0.461107661735105	1	0	-2.10878718223354e-05	high	169	0	0.000166874504733728	unclassified	79	0	0.000145786632911392	72	31
401	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	high_unclassified	0.370135962694309	1	0	-1.79925238558909e-05	high	169	0	0.000210726084615385	unclassified	79	0	0.000192733560759494	80	33
402	PWY-6123: inosine-5'-phosphate biosynthesis I	high_unclassified	0.00788535316701369	0.0236560595010411	-0.000157587	-0.000207232499625496	high	169	0.000157587	0.000424662678106509	unclassified	79	0	0.000217430178481013	97	34
403	PWY-6124: inosine-5'-phosphate biosynthesis II	high_unclassified	0.380812020619517	1	0	2.86056213017751e-07	high	169	0	4.00984378698225e-06	unclassified	79	0	4.2959e-06	8	6
404	PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	high_unclassified	0.624142626876524	1	0	1.68442904276833e-05	high	169	0	8.54094715976331e-05	unclassified	79	0	0.000102253762025316	69	38
405	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	high_unclassified	0.274572800339479	0.823718401018436	0	3.41544380870347e-05	high	169	0	0.000114989783431953	unclassified	79	0	0.000149144221518987	70	39
406	PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	high_unclassified	0.00329611732455456	0.00988835197366368	0	1.40599367088608e-05	high	169	0	0	unclassified	79	0	1.40599367088608e-05	4	0
407	PWY-6151: S-adenosyl-L-methionine cycle I	high_unclassified	0.0154140596757539	0.0462421790272618	-0.000330716	-0.000253424726475919	high	169	0.000638482	0.000844436786982249	unclassified	79	0.000307766	0.000591012060506329	134	54
408	PWY-6163: chorismate biosynthesis from 3-dehydroquinate	high_unclassified	0.529317805143629	1	0	4.83909289880908e-05	high	169	0	0.000112636674556213	unclassified	79	0	0.000161027603544304	64	35
409	PWY-6168: flavin biosynthesis III (fungi)	high_unclassified	0.170255082139959	0.510765246419878	0	-2.56303017751479e-06	high	169	0	2.56303017751479e-06	unclassified	79	0	0	4	0
410	PWY-621: sucrose degradation III (sucrose invertase)	high_unclassified	0.948436569037936	1	0	3.64439658594862e-05	high	169	0	4.71337532544379e-05	unclassified	79	0	8.35777191139241e-05	64	28
411	PWY-622: starch biosynthesis	high_unclassified	0.0387813106951796	0.116343932085539	0	1.08228227848101e-06	high	169	0	0	unclassified	79	0	1.08228227848101e-06	2	0
412	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	high_unclassified	0.370135962694309	1	0	-1.79925238558909e-05	high	169	0	0.000210726084615385	unclassified	79	0	0.000192733560759494	80	33
